taz,autoPeakRetail,autoPeakTotal,autoOffPeakRetail,autoOffPeakTotal,transitPeakRetail,transitPeakTotal,transitOffPeakRetail,transitOffPeakTotal,nonMotorizedRetail,nonMotorizedTotal
     945,         9.8059,        12.5541,        10.0437,        12.7766,         5.5497,         9.0163,         5.4160,         8.9285,         5.7797,         9.9858
     946,         9.8290,        12.5675,        10.0786,        12.7989,         6.6518,         9.9428,         6.5913,         9.8995,         6.0513,         9.8407
     947,         9.7255,        12.4204,         9.9793,        12.6620,         5.1956,         8.4837,         4.9736,         8.2680,         5.2756,         8.4010
     948,         9.5624,        12.2038,         9.8338,        12.4785,         4.8626,         7.9303,         4.6707,         7.7691,         5.3696,         8.1565
     949,         9.6608,        12.2774,         9.9341,        12.5525,         4.7959,         7.7908,         4.6127,         7.6282,         5.1574,         7.6018
     950,         9.5957,        12.2097,         9.8544,        12.4733,         3.5500,         6.4481,         3.4089,         6.3236,         5.0730,         7.4919
     951,         9.6051,        12.2024,         9.8659,        12.4695,         2.9978,         5.7841,         3.1442,         6.0483,         5.2206,         7.2526
     952,         9.3464,        11.9236,         9.6281,        12.2137,         2.0540,         4.6421,         2.3880,         5.1094,         4.2196,         7.5722
     953,         9.3249,        11.8974,         9.6084,        12.1908,         1.6605,         4.3343,         1.9873,         4.8484,         4.2616,         6.8820
     954,         9.5620,        12.1795,         9.8217,        12.4488,         3.8103,         6.6908,         3.8010,         6.6973,         5.8342,         7.9925
     955,         9.5306,        12.1748,         9.7884,        12.4395,         4.6616,         7.5840,         4.5882,         7.5236,         5.6203,         8.2752
     956,         9.4862,        12.1628,         9.7549,        12.4339,         3.9424,         7.1010,         3.7577,         6.9319,         5.1611,         7.7648
     957,         9.4166,        12.0719,         9.6917,        12.3526,         2.6509,         5.6285,         2.6565,         5.6593,         4.8596,         7.0912
     958,         9.4578,        12.1362,         9.7408,        12.4227,         3.2129,         6.3113,         3.2129,         6.3428,         4.4487,         6.6126
     959,         9.4526,        12.1748,         9.7442,        12.4613,         4.8498,         8.1588,         4.6665,         7.9927,         4.4132,         7.0713
     960,         9.4423,        12.1706,         9.7343,        12.4567,         4.4019,         7.6997,         4.2149,         7.5331,         4.5070,         7.5644
     961,         9.3261,        12.0808,         9.6230,        12.3709,         0.7063,         3.4802,         0.5094,         2.3869,         2.6002,         6.0569
     962,         9.3926,        12.1331,         9.6846,        12.4208,         4.5853,         7.9452,         4.4774,         7.8703,         3.4411,         5.8757
     963,         9.3205,        12.0468,         9.6097,        12.3328,         4.6235,         7.9831,         4.5149,         7.9080,         3.1909,         6.0164
     964,         9.1865,        11.9491,         9.5231,        12.2647,         0.8688,         3.8086,         0.8738,         3.8257,         1.1719,         4.4627
     965,         9.6303,        12.3177,         9.9119,        12.6021,              0,              0,              0,              0,         3.8596,         6.7986
     966,         9.8203,        12.5458,        10.0730,        12.7890,         5.1559,         8.5489,         5.0029,         8.4231,         5.3408,         9.2834
     967,         9.8111,        12.5458,        10.0640,        12.7829,         6.1453,         9.6657,         5.9945,         9.5760,         5.8327,         9.9243
     968,         9.8225,        12.5926,        10.0661,        12.8135,         6.7404,        10.2547,         6.5574,        10.1313,         6.3867,        10.4826
     969,         9.8481,        12.6185,        10.0824,        12.8353,         6.7291,        10.0210,         6.5718,         9.8923,         6.2245,        10.5946
     970,         9.8571,        12.6168,        10.0949,        12.8413,         6.5696,         9.9498,         6.4034,         9.8231,         6.2065,        10.4892
     971,         9.8401,        12.6088,        10.0775,        12.8288,         6.1131,         9.5310,         5.9494,         9.4140,         6.2717,        10.5531
     972,         9.8615,        12.5726,        10.1055,        12.8128,         5.1295,         8.5959,         4.8766,         8.3467,         5.9329,         9.5713
     973,         9.8606,        12.5547,        10.0964,        12.7914,         5.2215,         8.4649,         5.0624,         8.2746,         5.2000,         8.5859
     974,         9.8487,        12.5335,        10.0779,        12.7660,         5.0853,         8.4731,         4.8663,         8.2444,         5.6779,         8.3827
     975,         9.8513,        12.5388,        10.0819,        12.7727,         5.3277,         8.6095,         5.1862,         8.4515,         5.6004,         8.4743
     976,         9.8793,        12.5723,        10.1256,        12.8229,         6.4825,         9.7766,         6.3127,         9.6199,         5.4369,         8.3797
     977,         9.8977,        12.5895,        10.1465,        12.8427,         5.6243,         8.7586,         5.5018,         8.6235,         5.1500,         8.3361
     978,         9.9198,        12.6289,        10.1620,        12.8691,         5.8279,         9.1747,         5.6103,         9.0505,         5.2078,         8.7846
     979,         9.8842,        12.6100,        10.1218,        12.8425,         5.5823,         9.0380,         5.2606,         8.7461,         5.8600,         9.6919
     980,         9.8819,        12.6135,        10.1322,        12.8541,         5.2927,         8.8027,         5.1191,         8.6876,         5.7257,         9.9315
     981,         9.8749,        12.6055,        10.1251,        12.8462,         5.5293,         8.9911,         5.2457,         8.7688,         5.5653,         9.7168
     982,         9.8492,        12.5669,        10.1091,        12.8203,         5.4166,         8.7656,         4.8950,         8.2887,         5.3195,         9.2524
     983,         9.9121,        12.6302,        10.1699,        12.8826,         5.1905,         8.5924,         4.6023,         8.0457,         5.4243,         9.3585
     984,         9.8677,        12.5710,        10.1446,        12.8481,         4.1248,         7.4968,         4.1172,         7.4884,         4.8197,         7.7012
     985,         9.8480,        12.5497,        10.1180,        12.8165,         6.8531,        10.1880,         6.7474,        10.0896,         4.4628,         8.2084
     986,         9.8662,        12.5702,        10.1419,        12.8445,         4.7930,         8.2006,         4.0450,         7.3933,         4.7820,         8.2164
