development_projects_id,raw_id,name,site_name,action,scen0,scen3,scen1,scen2,address,city,zip,county,x,y,geom_id,year_built,duration,building_type_id,building_type,building_sqft,non_residential_sqft,residential_units,unit_ave_sqft,tenure,rent_type,stories,parking_spaces,Average Weighted Rent,rent_ave_sqft,rent_ave_unit,last_sale_year,last_sale_price
413,9060434,,,build,1,1,1,1,45600 Fremont Blvd,Fremont,94538,Alameda,-121.93704,37.48753,5477179952887,2014,,,IL,275018,275018,0,,rent,,,,,,,,
414,9105350,Building 2,The Crossings@880,build,1,1,1,1,48888 Fremont Blvd,Fremont,94538,Alameda,-121.92900,37.45922,2726819117310,2015,,,IL,204749,204749,0,,rent,,1,155,,,,,
415,9349328,Red Custom Crush,,build,1,1,1,1,1430 Grove St,Healdsburg,954484700,Sonoma,-122.87591,38.62934,11325209371219,2014,,,IL,18000,18000,0,,rent,,2,12,,,,,
416,7697483,Frank-Lin Distillers Products Ltd.,Tolenas Industrial Park,build,1,1,1,1,2455 Huntington Dr,Fairfield,94533,Solano,-121.97171,38.27774,6023109529034,2011,,,IL,288000,288000,0,,rent,,1,,,,,,
417,9335329,Milmont Commerce Center,,build,1,1,1,1,48490 Milmont Dr,Fremont,945387326,Alameda,-121.92254,37.46624,15844992074526,2016,,,IL,173296,173296,0,,rent,,1,277,,,,,
418,9534053,,,build,1,1,1,1,3455 Westwind Blvd,Santa Rosa,95403,Sonoma,-122.79937,38.50416,7678943079217,2015,,,IL,70000,70000,0,,rent,,1,,,,,,
419,9400644,,Napa Valley Gateway Business Park,build,1,1,1,1,531 Technology Way,Napa,94558,Napa,-122.27061,38.22307,15972207526053,2014,,,IL,103416,103416,0,,rent,,1,101,,,,,
420,9201654,Bldg A,Greenwood Business Park,build,1,1,1,1,1225 Airport Blvd,Napa,94558,Napa,-122.26408,38.22101,11084479064534,2015,,,IW,226044,226044,0,,rent,,1,147,,,,,
421,8896553,Cherry Logistics Center,,build,1,1,1,1,38811 Cherry St,Newark,945604939,Alameda,-122.01546,37.51973,2617877325107,2014,,,IW,574647,574647,0,,rent,,1,,,,,2014,87250000
422,9148572,Building A,Solano Logistics Center,build,1,1,1,1,2935 Cordelia Rd,Fairfield,94534,Solano,-122.09116,38.22622,10358123550495,2014,,,IW,473136,473136,0,,rent,,1,,,,,,
423,339518,Bldg 1 Phase II,Pinole Point Business Park,build,1,1,1,1,6000 Giant,Richmond,948061100,Contra Costa,-122.34574,37.99778,3167266160290,2015,,,IW,252375,252375,0,,rent,,1,255,,,,,
424,339446,Bldg 4 Phase I,Pinole Point Business Park,build,1,1,1,1,6035 Giant Rd,Richmond,948061100,Contra Costa,-122.34367,37.99951,8468861597547,2013,,,IW,117236,117236,0,,rent,,1,175,,,,2014,
425,9426081,2600 Goodrick Ave Expansion,,build,1,1,1,1,2600 Goodrick Ave,Richmond,948011108,Contra Costa,-122.36387,37.97114,7011461010037,2015,,,IW,68000,68000,0,,rent,,1,,,,,2015,
426,9228483,Tesla,,build,1,1,1,1,47400 Kato Rd,Fremont,945387319,Alameda,-121.93162,37.47885,1851617189864,2015,,,IW,302400,302400,0,,rent,,1,,,,,,
427,8393026,Goodman Logistics Center Oakland,,build,1,1,1,1,8350 Pardee Dr,Oakland,94621,Alameda,-122.20706,37.73313,16674732680463,2014,,,IW,374725,374725,0,,rent,,1,203,,,,2015,52500000
428,9562006,Building #3,The Oaks Logistics Center,build,1,1,1,1,800 Atlantis St,Livermore,94551,Alameda,-121.81085,37.67817,2689779610600,2016,,,IW,367734,367734,0,,rent,,1,169,,,,,
429,6808921,Bldg 1,Napa Logistics Park,build,1,1,1,1,Devlin Rd,Napa,94558,Napa,-122.27089,38.20440,11552980657438,2015,,,IW,646000,646000,0,,rent,,1,661,,,,,
430,9561838,Building #1,The Oaks Logistics Center,build,1,1,1,1,201 Discovery Dr,Livermore,94551,Alameda,,,5510014304427,2016,,,IW,635533,635533,0,,rent,,1,354,,,,,
431,339469,Bldg 2 Phase II,Pinole Point Business Park,build,1,1,1,1,2 Giant Rd,Richmond,948061100,Contra Costa,-122.34897,37.99871,45388664148,2015,,,IW,224154,224154,0,,rent,,1,239,,,,,
432,332072,,,build,1,1,1,1,400 Hudson Ln,San Leandro,945775946,Alameda,-122.15078,37.71227,518440393755,2014,,,IW,275000,275000,0,,rent,,1,50,,,,,
433,8361034,,,build,1,1,1,1,1221-1263 Connecticut St,San Francisco,94107,San Francisco,-122.39603,37.75044,9643251205835,2012,,,IW,27880,27880,0,,rent,,2,,24,,,2013,1700000
434,9705980,,,build,1,1,1,1,510 Harbor Blvd,Belmont,940024021,San Mateo,-122.27031,37.52011,7692544045370,2015,,,IW,10000,10000,0,,rent,,1,120,,,,,
435,9503748,,,build,1,1,1,1,1280 Minnesota St,San Francisco,941077442,San Francisco,-122.39036,37.75432,16117325304459,2012,,,IW,1510,1510,0,,rent,,1,,,,,,
436,7847677,,,build,1,1,1,1,1939 Newcomb Ave,San Francisco,94124,San Francisco,-122.39646,37.73854,553791432615,2011,,,IW,6200,6200,0,,rent,,1,12,,,,2012,1650000
437,8143611,,,build,1,1,1,1,1655 Old County Rd,San Carlos,94070,San Mateo,-122.24560,37.49620,11801402275894,2011,,,IW,20000,20000,0,,rent,,2,36,,,,,
438,9451393,,,build,1,1,1,1,901 Rankin St,San Francisco,941241626,San Francisco,-122.39492,37.74142,16902489180737,2015,,,IW,82480,82480,0,,rent,,2,,,,,,
439,7740455,,Napa Valley Gateway Business Park,build,1,1,1,1,1560 Airport Blvd,Napa,945586241,Napa,-122.26917,38.22047,9258104854386,2012,,,IW,107424,107424,0,,rent,,1,120,9,,,,
440,9471141,St. James Place,,build,1,1,1,1,12875 Alcosta Blvd,San Ramon,945831600,Contra Costa,-121.96323,37.77648,2361896639270,2015,,,IW,17408,17408,0,,rent,,2,30,18,,,,
441,1506934,,Conde Lane Business Park,build,1,1,1,1,1400-1600 American Way,Windsor,954927759,Sonoma,-122.80060,38.53023,220645125497,2013,,,IW,31000,31000,0,,rent,,1,80,,,,2015,4100000
442,9242164,,,build,1,1,1,1,1555 Atlantic St,Union City,945872005,Alameda,-122.04388,37.60317,6401481699079,2014,,,IW,333974,333974,0,,rent,,1,,,,,,
443,8217098,Phase IV,,build,1,1,1,1,3865 Bithell Ln,Suisun City,945859644,Solano,-121.86547,38.22540,4050221108586,2013,,,IW,12750,12750,0,,rent,,1,,7.56,,,,
444,6500114,SaxCo Int'L,Busch Corporate Park,build,1,1,1,1,Cordelia Rd,Fairfield,94534,Solano,-122.09116,38.22622,10358123550495,2015,,,IW,177000,177000,0,,rent,,1,225,,,,,
445,9148567,Building B,Solano Logistics Center,build,1,1,1,1,2925 Cordelia Rd,Fairfield,94534,Solano,-122.09116,38.22622,10358123550495,2013,,,IW,318402,318402,0,,rent,,1,,,,,,
446,9520922,,,build,1,1,1,1,2510 Dean Lesher Dr,Concord,945201259,Contra Costa,-122.02994,38.02131,10150479769875,2015,,,IW,55257,55257,0,,rent,,1,,10.8,,,,
447,9105352,Building 3,The Crossings@880,build,1,1,1,1,Dixon Landing Rd @ I-880,Fremont,94538,Alameda,-121.92900,37.45922,2726819117310,2015,,,IW,311469,311469,0,,rent,,1,237,,,,,
448,7848150,,,build,1,1,1,1,5600 Earhart Ct,Windsor,95492,Sonoma,-122.79519,38.52127,5095055693502,2013,,,IW,36086,36086,0,,rent,,1,29,,,,,
449,325691,,,build,1,1,1,1,Industrial Pky SW,Hayward,945446043,Alameda,-122.06221,37.61890,1991917679182,2013,,,IW,10000,10000,0,,rent,,1,,,,,,
450,6676113,,Gateway Industrial Park,build,1,1,1,1,3951 Industrial Way,Concord,94520,Contra Costa,-122.03348,38.00911,13908236773639,2013,,,IW,19042,19042,0,,rent,,1,10,,,,2014,502500
451,6677862,,Gateway Industrial Park,build,1,1,1,1,3953 Industrial Way,Concord,94520,Contra Costa,-122.03348,38.00911,13908236773639,2013,,,IW,21020,21020,0,,rent,,1,10,,,,2015,1733500
452,9487380,Bldg 136,Lombard Crossing Industrial Park,build,1,1,1,1,Lombard Rd,American Canyon,94503,Napa,-122.25863,38.18978,8468126993082,2015,,,IW,136275,136275,0,,rent,,1,216,,,,,
453,8318777,1K SF bldg + 9K SF Lot,,build,1,1,1,1,11825 Niles Canyon Rd,Sunol,94586,Alameda,-121.88702,37.59288,5308671600703,2011,,,IW,1000,1000,0,,rent,,1,15,,,,,
454,8931720,Horizon Beverage,,build,1,1,1,1,8380 Pardee Dr,Oakland,94621,Alameda,-122.20543,37.73478,9698787626582,2012,,,IW,155000,155000,0,,rent,,1,50,,,,,
455,8823458,,,build,1,1,1,1,540 Technology Way,Napa,94558,Napa,-122.27229,38.22312,10529056802503,2012,,,IW,27341,27341,0,,rent,,1,120,,,,,
456,9561993,Building #2,The Oaks Logistics Center,build,1,1,1,1,801 Challenger Ct,Livermore,94551,Alameda,-121.80707,37.68141,4480009377006,2016,,,IW,294940,294940,0,,rent,,1,105,,,,,
457,6677904,,Gateway Industrial Park,build,1,1,1,1,3955 Industrial Way,Concord,94520,Contra Costa,-122.03348,38.00911,13908236773639,2013,,,IW,14189,14189,0,,rent,,1,10,,,,2014,298000
458,9487566,Bldg 151,Lombard Crossing Industrial Park,build,1,1,1,1,265 Lombard Rd,American Canyon,94503,Napa,-122.26147,38.18964,893806683327,2015,,,IW,150925,150925,0,,rent,,1,125,,,,,
459,9228552,Bldg 2,Central Pacific Business Park,build,1,1,1,1,1550 Pacific St,Union City,945872015,Alameda,-122.03697,37.59475,4602855059232,2015,,,IW,99514,99514,0,,rent,,1,,,,,,
460,9228571,Bldg 4,Central Pacific Business Park,build,1,1,1,1,1550 Pacific St,Union City,945872015,Alameda,-122.03697,37.59475,4602855059232,2015,,,IW,55476,55476,0,,rent,,1,,,,,,
461,9228562,Bldg 3,Central Pacific Business Park,build,1,1,1,1,1550 Pacific St,Union City,945872015,Alameda,-122.03697,37.59475,4602855059232,2015,,,IW,51584,51584,0,,rent,,1,,,,,,
462,9228543,Bldg 1,Central Pacific Business Park,build,1,1,1,1,1550 Pacific St,Union City,945872015,Alameda,-122.03697,37.59475,4602855059232,2015,,,IW,94046,94046,0,,rent,,1,,,,,,
463,8421873,,,build,1,1,1,1,2490-2496 Lafayette St,Santa Clara,950502910,Santa Clara,-121.95093,37.36588,4914253177784,2012,,,IW,29411,29411,0,,rent,,3,4,,,,,
464,8151720,,,build,1,1,1,1,1695 15th St,Oakland,946071557,Alameda,-122.29575,37.81291,14564674171944,2011,,,ME,24100,24100,0,,rent,,2,,,,,,
465,9603912,,,build,1,1,1,1,1845 El Camino Real,Palo Alto,943061151,Santa Clara,-122.15033,37.42920,11693558775450,2015,,,ME,6994,6994,0,,rent,,3,11,75,,,,
466,8767225,,,build,1,1,1,1,1580 Laurel St,San Carlos,94070,San Mateo,-122.24788,37.49515,5325934314158,2013,,,ME,2049,2049,0,,rent,,3,,,,,2012,
467,8369960,,,build,1,1,1,1,3240-3246 Telegraph Ave,Oakland,946093018,Alameda,-122.26600,37.82154,12989653088878,2012,,,ME,10800,10800,0,,rent,,2,7,,,,2012,565000
468,7978977,,,build,1,1,1,1,2051 El Camino Real,Palo Alto,943061124,Santa Clara,-122.14851,37.42757,14300555213089,2011,,,ME,6529,6529,0,,rent,,3,6,,,,2013,3800000
469,1573939,,,build,1,1,1,1,790 Sir Francis Drake Blvd,San Anselmo,949601962,Marin,-122.56383,37.97881,2972571254210,2014,,,OF,9239,9239,0,,rent,,2,22,30,,,2007,1000000
470,6789737,,,build,1,1,1,1,240 3rd St,Los Altos,94022,Santa Clara,-122.11533,37.37789,9076638560698,2012,,,OF,26056,26056,0,,rent,,3,50,57,,,,
471,8429367,Lytton Gateway,,build,1,1,1,1,101 Lytton Ave,Palo Alto,943011045,Santa Clara,-122.16530,37.44461,15299031036793,2014,,,OF,59000,59000,0,,rent,,4,,60,,,,
472,8999116,,,build,1,1,1,1,4020 Campbell Ave,Menlo Park,94025,San Mateo,-122.18071,37.47943,15827034384202,2012,,,OF,19466,19466,0,,rent,,1,40,,,,2013,8460000
473,8891696,Building 3,The Cove,build,1,1,1,1,101 Oyster Point Blvd,South San Francisco,94080,San Mateo,-122.39540,37.66382,4766517615217,2016,,,OF,153047,153047,0,,rent,,4,,,,,,
474,8891700,Building 4,The Cove,build,1,1,1,1,101 Oyster Point Blvd,South San Francisco,94080,San Mateo,-122.39451,37.66361,10325961674245,2016,,,OF,140053,140053,0,,rent,,4,,,,,,
475,7950053,,,build,1,1,1,1,2151 Berkeley Way,Berkeley,94704,Alameda,-122.26757,37.87358,13043305799943,2012,,,OF,63600,63600,0,,rent,,5,,,,,,
476,9340878,Lam Research Corp Building CA-2,,build,1,1,1,1,4540 Cushing Pky,Fremont,945386401,Alameda,-121.95523,37.48871,12019407849097,2015,,,OF,175458,175458,0,,rent,,2,,,,,,
477,7933935,EmeryStation Greenway,Emery Station Greenway,build,1,1,1,1,5800 Hollis St,Emeryville,94608,Alameda,-122.28912,37.84043,6032086172119,2012,,,OF,100900,100900,0,,rent,,4,,,,,,
478,7587812,"Phase II, Brooklyn building",Pixar Studios,build,1,1,1,1,1200 Park Ave,Emeryville,94608,Alameda,-122.28372,37.83259,6858877701822,2011,,,OF,150000,150000,0,,rent,,3,100,,,,,
479,8393040,,Sunnyvale Business Park,build,1,1,1,1,860 W California Ave,Sunnyvale,940864834,Santa Clara,,,12551495567613,2013,,,OF,107000,107000,0,,rent,,3,,,,,,
480,9490275,,Stanford Research Park,build,1,1,1,1,1701 Page Mill Rd,Palo Alto,943041210,Santa Clara,-122.15275,37.40823,10325780993224,2014,,,OF,115600,115600,0,,rent,,2,,,,,,
481,8188651,,Williams Business Park,build,1,1,1,1,100 Glenn Way,San Carlos,94070,San Mateo,-122.26595,37.51427,8259280316580,2011,,,OF,12056,12056,0,,rent,,1,37,,,,,
482,9544375,,,build,1,1,1,1,1 Kelly Ct,Menlo Park,940251418,San Mateo,-122.14909,37.47573,3806244782814,2015,,,OF,25600,25600,0,,rent,,3,,,,,,
483,8223088,Gilead Sciences Lab,,build,1,1,1,1,366-368 Lakeside Dr,Foster City,94404,San Mateo,-122.27964,37.56496,10097987641433,2013,,,OF,189000,189000,0,,rent,,5,200,,,,,
484,8188596,,Williams Business Park,build,1,1,1,1,285 Old Country Rd,San Carlos,94070,San Mateo,-122.26595,37.51427,8259280316580,2011,,,OF,14784,14784,0,,rent,,1,42,26.16,,,,
485,9062462,,,build,1,1,1,1,1020 Kifer Rd,Sunnyvale,940865301,Santa Clara,-122.00394,37.37293,2621821727455,2013,,,OF,155000,155000,0,,rent,,2,,,,,,
486,9348323,,,build,1,1,1,1,2680 Scott Blvd,Santa Clara,950502511,Santa Clara,-121.95999,37.36826,3076204313193,2014,,,OF,20219,20219,0,,rent,,1,,,,,,
487,8271637,Highland Care Pavilion,,build,1,1,1,1,1441 E 31st St,Oakland,94602,Alameda,-122.23167,37.79828,3862518236102,2013,,,OF,68640,68640,0,,rent,,3,200,,,,,
488,9156295,,Green Valley Health Plaza,build,1,1,1,1,4520 Business Center Dr,Fairfield,94534,Solano,-122.13375,38.22641,10739862387812,2014,,,OF,34580,34580,0,,rent,,2,,,,,,
489,7958206,,,build,1,1,1,1,5151 Deer Valley Rd,Antioch,94531,Contra Costa,-121.77977,37.96355,1948324080859,2011,,,OF,4609,4609,0,,rent,,1,30,,,,,
490,9285981,,,build,1,1,1,1,19270 Highway 12,Sonoma,954765414,Sonoma,-122.47457,38.29867,9945576144005,2012,,,OF,18691,18691,0,,rent,,1,71,,,,2013,5400000
491,8316753,,,build,1,1,1,1,20103 Lake Chabot Rd,Castro Valley,94546,Alameda,-122.08865,37.69848,6330378776672,2012,,,OF,80000,80000,0,,rent,,4,100,,,,,
492,8299140,Eden Center Medical Building,,build,1,1,1,1,20400-20410 Lake Chabot Rd,Castro Valley,945465311,Alameda,-122.08630,37.69614,4042741879305,2012,,,OF,21000,21000,0,,rent,,3,40,30.6,,,,
493,8103086,Petaluma Health Center,,build,1,1,1,1,1179 N McDowell Blvd,Petaluma,94954,Sonoma,-122.66040,38.26843,9010736554033,2011,,,OF,53000,53000,0,,rent,,1,50,,,,,
494,9391980,EcoVive West,,build,1,1,1,1,Mount Diablo Blvd & Risa Rd,Lafayette,94549,Contra Costa,-122.13509,37.88836,11827019221812,2015,,,OF,10000,10000,0,,rent,,1,,42,,,,
495,9298161,,,build,1,1,1,1,1221 Rossmoor Pky,Walnut Creek,945959991,Contra Costa,-122.07104,37.87859,5886329100232,2014,,,OF,8171,8171,0,,rent,,1,,,,,2014,7600000
496,8003961,New West County Health Center,,build,1,1,1,1,13601 San Pablo Ave,San Pablo,94806,Contra Costa,-122.33878,37.95578,10785889193323,2012,,,OF,53000,53000,0,,rent,,2,,,,,,
497,8007682,,,build,1,1,1,1,1301 Solano Ave,Albany,94706,Alameda,-122.29269,37.89087,15225914920597,2011,,,OF,3144,3144,0,,rent,,2,5,30,,,,
498,9148564,,,build,1,1,1,1,1800 N Texas St,Fairfield,94533,Solano,-122.03341,38.26237,13620937934959,2014,,,OF,8555,8555,0,,rent,,1,,,,,,
499,9118463,Sutter Health,,build,1,1,1,1,596 Carroll St,Sunnyvale,940866207,Santa Clara,-122.02969,37.36844,8075192622076,2013,,,OF,116450,116450,0,,rent,,3,200,,,,,
500,8316288,,,build,1,1,1,1,1330 S De Anza Blvd,San Jose,95129,Santa Clara,-122.03148,37.29937,6524890030845,2012,,,OF,3271,3271,0,,rent,,1,8,,,,,
501,9389377,Davita Dialysis Center,,build,1,1,1,1,275 Di Salvo Ave,San Jose,951281628,Santa Clara,-121.93731,37.32407,9121921060026,2013,,,OF,9075,9075,0,,rent,,1,30,,,,2014,6784000
502,7287409,,Los Gatos Medical Center,build,1,1,1,1,15400 Los Gatos Blvd,Los Gatos,95032,Santa Clara,-121.95751,37.24551,14579947665066,2015,,,OF,40000,40000,0,,rent,,2,196,,,,,
503,9503311,,,build,1,1,1,1,213 Quarry Rd,Palo Alto,943041416,Santa Clara,,,14112903426942,2015,,,OF,95578,95578,0,,rent,,4,,,,,,
504,6648565,Samaritan Medical Center,,build,1,1,1,1,2589 Samaritan Dr,San Jose,95124,Santa Clara,-121.95156,37.25338,493614563,2011,,,OF,74800,74800,0,,rent,,4,276,,,,,
505,8777881,Jill & John Freidenrich Center,,build,1,1,1,1,800 Welch Rd,Palo Alto,94304,Santa Clara,-122.17729,37.43735,15147778553686,2012,,,OF,30690,30690,0,,rent,,3,70,,,,,
506,8441633,,,build,1,1,1,1,15720 Winchester Blvd,Los Gatos,95030,Santa Clara,-121.97631,37.24028,1501469310812,2012,,,OF,15510,15510,0,,rent,,2,60,,,,,
507,6648555,,,build,1,1,1,1,14830 Los Gatos Blvd,Los Gatos,950322019,Santa Clara,-121.95221,37.25271,12354366703964,2013,,,OF,25000,25000,0,,rent,,3,91,,,,,
508,7555170,,,build,1,1,1,1,222 2nd St,San Francisco,94105,San Francisco,-122.39824,37.78632,1832042537250,2015,,,OF,452418,452418,0,,rent,,26,90,,,,,
509,8180080,SF Public Safety Building,,build,1,1,1,1,1245 3rd St,San Francisco,941582134,San Francisco,-122.38878,37.77468,1789043133274,2015,,,OF,264000,264000,0,,rent,,6,,,,,,
510,9233590,270 Brannan,,build,1,1,1,1,270 Brannan St,San Francisco,941072007,San Francisco,-122.39155,37.78296,13971143401620,2015,,,OF,182000,182000,0,,rent,,5,12,,,,,
511,9240102,345 Brannan,,build,1,1,1,1,345 Brannan St,San Francisco,941071810,San Francisco,-122.39259,37.78068,3997340586224,2015,,,OF,117000,117000,0,,rent,,5,26,,,,,
512,8819191,,,build,1,1,1,1,4085 Campbell Ave,Menlo Park,94025,San Mateo,-122.18122,37.48164,4104846162013,2013,,,OF,58963,58963,0,,rent,,2,,,,,2014,46057000
513,9644966,,,build,1,1,1,1,151 Commonwealth Dr,Menlo Park,940251105,San Mateo,-122.17164,37.48007,12721040031247,2016,,,OF,260000,260000,0,,rent,,5,,,,,,
514,6018626,Concar Bldg 1,Concar,build,1,1,1,1,400 Concar Dr,San Mateo,94402,San Mateo,-122.30759,37.55312,13979455613758,2016,,,OF,90000,90000,0,,rent,,4,,48,,,,
515,8031486,Concar Bldg 2 South,Concar,build,1,1,1,1,450 Concar Dr,San Mateo,94402,San Mateo,-122.30611,37.55348,11667096538911,2016,,,OF,96000,96000,0,,rent,,3,,48,,,,
516,7482322,Station 4,Bay Meadows,build,1,1,1,1,3050 S Delaware St,San Mateo,94403,San Mateo,-122.29968,37.54207,10379181807728,2016,,,OF,209860,209860,0,,rent,,4,,54,,,,
517,8783368,,,build,1,1,1,1,1460 El Camino Real,Menlo Park,94025,San Mateo,-122.18793,37.45670,16809053095620,2014,,,OF,27000,27000,0,,rent,,2,,,,,,
518,8387768,,,build,1,1,1,1,1706 El Camino Real,Menlo Park,94027,San Mateo,-122.19310,37.45900,1388460733436,2013,,,OF,11332,11332,0,,rent,,2,,,,,,
519,8197505,,,build,1,1,1,1,15 N Ellsworth Ave,San Mateo,94401,San Mateo,-122.32563,37.56747,10323912407200,2012,,,OF,2650,2650,0,,rent,,2,8,,,,,
520,8443177,Facebook - West Campus,Facebook @ Menlo Park,build,1,1,1,1,1 Facebook Way,Menlo Park,94025,San Mateo,-122.15188,37.48118,14537319506781,2015,,,OF,435000,435000,0,,rent,,3,,,,,,
521,7280126,SFPUC Headquarters,,build,1,1,1,1,525 Golden Gate Ave,San Francisco,94102,San Francisco,-122.41917,37.78093,1605872109404,2012,,,OF,257097,257097,0,,rent,,13,,,,,,
522,1512045,,Alexandria Technology Campus,build,1,1,1,1,259 E Grand Ave,South San Francisco,940804804,San Mateo,-122.39399,37.65477,10958772520664,2012,,,OF,170618,170618,0,,rent,,4,,,,,,
523,1512053,Building 3,Alexandria Technology Campus,build,1,1,1,1,269 E Grand Ave,South San Francisco,940804804,San Mateo,-122.39384,37.65357,10818578332121,2014,,,OF,107000,107000,0,,rent,,3,,,,,,
524,9491089,Genentech Bldg 35,,build,1,1,1,1,1475 Grandview Dr,South San Francisco,940804903,San Mateo,-122.38163,37.65730,17069351134198,2015,,,OF,225000,225000,0,,rent,,7,,,,,,
525,9262567,Genentech Building 35,,build,1,1,1,1,1511 Grandview Dr,South San Francisco,940804911,San Mateo,-122.38267,37.65564,3206633847404,2016,,,OF,255199,255199,0,,rent,,7,,,,,,
526,7783415,,,build,1,1,1,1,100 Middlefield Rd,Menlo Park,940253505,San Mateo,-122.16413,37.45505,3778799436909,2011,,,OF,9650,9650,0,,rent,,2,32,,,,2013,8900000
527,9731818,,,build,1,1,1,1,3050 Middlefield Rd,Redwood City,940633765,San Mateo,-122.20723,37.47361,11932268305571,2013,,,OF,2436,2436,0,,rent,,2,,,,,,
528,6246925,Kaiser,Alexandria's Ctr For Science & Tec,build,1,1,1,1,1600 Owens St,San Francisco,94158,San Francisco,-122.39426,37.76896,6734863980911,2016,,,OF,182000,182000,0,,rent,,9,,,,,,
529,8833969,Bldg 9,Quadrus Office Complex,build,1,1,1,1,2484 Sand Hill Rd,Menlo Park,94025,San Mateo,-122.20529,37.42312,14483107675772,2013,,,OF,11192,11192,0,,rent,,2,100,,,,,
530,7635850,,,build,1,1,1,1,188 Spear St,San Francisco,94105,San Francisco,-122.39311,37.79135,6085314450876,2012,,,OF,218556,218556,0,,rent,,12,200,,,,,
531,6481235,University Building,University Plaza,build,1,1,1,1,2100 University Ave,East Palo Alto,94303,San Mateo,-122.14126,37.46299,2428712415342,2016,,,OF,209000,209000,0,,rent,,4,,45,,,,
532,9335716,,,build,1,1,1,1,85 Bluxome St,San Francisco,941071664,San Francisco,-122.39730,37.77610,16635062309279,2015,,,OF,52999,52999,0,,rent,,5,,,,,,
533,657769,,,build,1,1,1,1,350 Bush St,San Francisco,941042805,San Francisco,-122.40330,37.79131,10678693507611,2017,,,OF,432978,432978,0,,rent,,21,175,,,,,
534,6018606,Concar Bldg 2 North,Concar,build,1,1,1,1,450 Concar Dr,San Mateo,94402,San Mateo,-122.30611,37.55348,11667096538911,2016,,,OF,104000,104000,0,,rent,,4,,,,,,
535,629006,Foundry Square III,Foundry Square,build,1,1,1,1,505 Howard St,San Francisco,941053001,San Francisco,-122.39604,37.78804,12902653251058,2013,,,OF,292412,292412,0,,rent,,10,100,,,,,
536,9448995,,,build,1,1,1,1,1263 Mission St,San Francisco,941032705,San Francisco,-122.41388,37.77641,2955586853068,2014,,,OF,33850,33850,0,,rent,,3,,,,,,
537,8783194,Bldg 9,Quadrus Office Complex,build,1,1,1,1,2460 Sand Hill Rd,Menlo Park,940256918,San Mateo,-122.20225,37.42236,15762070120420,2015,,,OF,32400,32400,0,,rent,,3,20,,,,,
538,1362015,American Ag Credit HQ,,build,1,1,1,1,402 Aviation Blvd,Santa Rosa,954031069,Sonoma,-122.78272,38.51261,8073599319083,2015,,,OF,128000,128000,0,,rent,,3,,,,,,
539,9298242,,,build,1,1,1,1,1393 N Broadway,Walnut Creek,945964636,Contra Costa,-122.06005,37.89935,3355145228250,2014,,,OF,2000,2000,0,,rent,,2,,,,,,
540,8000848,Schwab Bldg,,build,1,1,1,1,1231-1255 S California Blvd,Walnut Creek,94596,Contra Costa,-122.06268,37.89484,11898674403674,2011,,,OF,17707,17707,0,,rent,,3,,,,,2013,
